STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,AWND,PGTM,PGTM_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNOW,TAVG,TMAX,TMIN,TOBS,WDF2,WDF5,WSF2,WSF5
US1SCHR0063,"MURRELLS INLET 1.7 N, SC US",33.578576,-79.045388,6.4,2/22/2021,,,,0.05,",,N",,,,,,,,,
US1SCHR0063,"MURRELLS INLET 1.7 N, SC US",33.578576,-79.045388,6.4,2/23/2021,,,,0.07,",,N",,,,,,,,,
US1SCHR0063,"MURRELLS INLET 1.7 N, SC US",33.578576,-79.045388,6.4,2/24/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0063,"MURRELLS INLET 1.7 N, SC US",33.578576,-79.045388,6.4,2/25/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0063,"MURRELLS INLET 1.7 N, SC US",33.578576,-79.045388,6.4,2/26/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0063,"MURRELLS INLET 1.7 N, SC US",33.578576,-79.045388,6.4,2/27/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0063,"MURRELLS INLET 1.7 N, SC US",33.578576,-79.045388,6.4,2/28/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0063,"MURRELLS INLET 1.7 N, SC US",33.578576,-79.045388,6.4,3/1/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0063,"MURRELLS INLET 1.7 N, SC US",33.578576,-79.045388,6.4,3/2/2021,,,,0.09,",,N",,,,,,,,,
US1SCHR0063,"MURRELLS INLET 1.7 N, SC US",33.578576,-79.045388,6.4,3/3/2021,,,,0.77,",,N",,,,,,,,,
US1SCHR0063,"MURRELLS INLET 1.7 N, SC US",33.578576,-79.045388,6.4,3/4/2021,,,,0.4,",,N",,,,,,,,,
US1SCHR0063,"MURRELLS INLET 1.7 N, SC US",33.578576,-79.045388,6.4,3/5/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0063,"MURRELLS INLET 1.7 N, SC US",33.578576,-79.045388,6.4,3/6/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0063,"MURRELLS INLET 1.7 N, SC US",33.578576,-79.045388,6.4,3/7/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0063,"MURRELLS INLET 1.7 N, SC US",33.578576,-79.045388,6.4,3/8/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0063,"MURRELLS INLET 1.7 N, SC US",33.578576,-79.045388,6.4,3/9/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0063,"MURRELLS INLET 1.7 N, SC US",33.578576,-79.045388,6.4,3/10/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0063,"MURRELLS INLET 1.7 N, SC US",33.578576,-79.045388,6.4,3/11/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0063,"MURRELLS INLET 1.7 N, SC US",33.578576,-79.045388,6.4,3/12/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0063,"MURRELLS INLET 1.7 N, SC US",33.578576,-79.045388,6.4,3/13/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0063,"MURRELLS INLET 1.7 N, SC US",33.578576,-79.045388,6.4,3/14/2021,,,,0.01,",,N",,,,,,,,,
US1SCHR0063,"MURRELLS INLET 1.7 N, SC US",33.578576,-79.045388,6.4,3/15/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0063,"MURRELLS INLET 1.7 N, SC US",33.578576,-79.045388,6.4,3/16/2021,,,,0.06,",,N",,,,,,,,,
US1SCHR0063,"MURRELLS INLET 1.7 N, SC US",33.578576,-79.045388,6.4,3/17/2021,,,,0.9,",,N",,,,,,,,,
US1SCHR0063,"MURRELLS INLET 1.7 N, SC US",33.578576,-79.045388,6.4,3/18/2021,,,,0.03,",,N",,,,,,,,,
US1SCHR0063,"MURRELLS INLET 1.7 N, SC US",33.578576,-79.045388,6.4,3/19/2021,,,,0.01,",,N",,,,,,,,,
US1SCHR0063,"MURRELLS INLET 1.7 N, SC US",33.578576,-79.045388,6.4,3/20/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0063,"MURRELLS INLET 1.7 N, SC US",33.578576,-79.045388,6.4,3/21/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0063,"MURRELLS INLET 1.7 N, SC US",33.578576,-79.045388,6.4,3/22/2021,,,,0.03,",,N",,,,,,,,,
US1SCHR0063,"MURRELLS INLET 1.7 N, SC US",33.578576,-79.045388,6.4,3/23/2021,,,,0,"T,,N",,,,,,,,,
US1SCHR0063,"MURRELLS INLET 1.7 N, SC US",33.578576,-79.045388,6.4,3/24/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0063,"MURRELLS INLET 1.7 N, SC US",33.578576,-79.045388,6.4,3/25/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0063,"MURRELLS INLET 1.7 N, SC US",33.578576,-79.045388,6.4,3/26/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0063,"MURRELLS INLET 1.7 N, SC US",33.578576,-79.045388,6.4,3/27/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0063,"MURRELLS INLET 1.7 N, SC US",33.578576,-79.045388,6.4,3/28/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0063,"MURRELLS INLET 1.7 N, SC US",33.578576,-79.045388,6.4,3/29/2021,,,,0.41,",,N",,,,,,,,,
US1SCHR0063,"MURRELLS INLET 1.7 N, SC US",33.578576,-79.045388,6.4,3/30/2021,,,,0,"T,,N",,,,,,,,,
US1SCHR0063,"MURRELLS INLET 1.7 N, SC US",33.578576,-79.045388,6.4,3/31/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0063,"MURRELLS INLET 1.7 N, SC US",33.578576,-79.045388,6.4,4/1/2021,,,,0.11,",,N",,,,,,,,,
US1SCHR0063,"MURRELLS INLET 1.7 N, SC US",33.578576,-79.045388,6.4,4/2/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0063,"MURRELLS INLET 1.7 N, SC US",33.578576,-79.045388,6.4,4/3/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0063,"MURRELLS INLET 1.7 N, SC US",33.578576,-79.045388,6.4,4/4/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0063,"MURRELLS INLET 1.7 N, SC US",33.578576,-79.045388,6.4,4/5/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0063,"MURRELLS INLET 1.7 N, SC US",33.578576,-79.045388,6.4,4/6/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0063,"MURRELLS INLET 1.7 N, SC US",33.578576,-79.045388,6.4,4/7/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0063,"MURRELLS INLET 1.7 N, SC US",33.578576,-79.045388,6.4,4/8/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0063,"MURRELLS INLET 1.7 N, SC US",33.578576,-79.045388,6.4,4/9/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0063,"MURRELLS INLET 1.7 N, SC US",33.578576,-79.045388,6.4,4/10/2021,,,,0.03,",,N",,,,,,,,,
US1SCHR0063,"MURRELLS INLET 1.7 N, SC US",33.578576,-79.045388,6.4,4/11/2021,,,,0.87,",,N",,,,,,,,,
US1SCHR0063,"MURRELLS INLET 1.7 N, SC US",33.578576,-79.045388,6.4,4/12/2021,,,,0.01,",,N",,,,,,,,,
US1SCHR0063,"MURRELLS INLET 1.7 N, SC US",33.578576,-79.045388,6.4,4/13/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0063,"MURRELLS INLET 1.7 N, SC US",33.578576,-79.045388,6.4,4/14/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0063,"MURRELLS INLET 1.7 N, SC US",33.578576,-79.045388,6.4,4/15/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0063,"MURRELLS INLET 1.7 N, SC US",33.578576,-79.045388,6.4,4/16/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0063,"MURRELLS INLET 1.7 N, SC US",33.578576,-79.045388,6.4,4/17/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0063,"MURRELLS INLET 1.7 N, SC US",33.578576,-79.045388,6.4,4/18/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0063,"MURRELLS INLET 1.7 N, SC US",33.578576,-79.045388,6.4,4/19/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0063,"MURRELLS INLET 1.7 N, SC US",33.578576,-79.045388,6.4,4/20/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0063,"MURRELLS INLET 1.7 N, SC US",33.578576,-79.045388,6.4,4/21/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0063,"MURRELLS INLET 1.7 N, SC US",33.578576,-79.045388,6.4,4/22/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0063,"MURRELLS INLET 1.7 N, SC US",33.578576,-79.045388,6.4,4/23/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0063,"MURRELLS INLET 1.7 N, SC US",33.578576,-79.045388,6.4,4/24/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0063,"MURRELLS INLET 1.7 N, SC US",33.578576,-79.045388,6.4,4/25/2021,,,,0.14,",,N",,,,,,,,,
US1SCHR0063,"MURRELLS INLET 1.7 N, SC US",33.578576,-79.045388,6.4,4/26/2021,,,,0.01,",,N",,,,,,,,,
US1SCHR0063,"MURRELLS INLET 1.7 N, SC US",33.578576,-79.045388,6.4,4/27/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0063,"MURRELLS INLET 1.7 N, SC US",33.578576,-79.045388,6.4,4/28/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0063,"MURRELLS INLET 1.7 N, SC US",33.578576,-79.045388,6.4,4/29/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0063,"MURRELLS INLET 1.7 N, SC US",33.578576,-79.045388,6.4,4/30/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0063,"MURRELLS INLET 1.7 N, SC US",33.578576,-79.045388,6.4,5/1/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0063,"MURRELLS INLET 1.7 N, SC US",33.578576,-79.045388,6.4,5/2/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0063,"MURRELLS INLET 1.7 N, SC US",33.578576,-79.045388,6.4,5/4/2021,,,,0.86,",,N",,,,,,,,,
US1SCHR0063,"MURRELLS INLET 1.7 N, SC US",33.578576,-79.045388,6.4,5/5/2021,,,,0.11,",,N",,,,,,,,,
US1SCHR0063,"MURRELLS INLET 1.7 N, SC US",33.578576,-79.045388,6.4,5/6/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0063,"MURRELLS INLET 1.7 N, SC US",33.578576,-79.045388,6.4,5/7/2021,,,,0.07,",,N",,,,,,,,,
US1SCHR0063,"MURRELLS INLET 1.7 N, SC US",33.578576,-79.045388,6.4,5/8/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0063,"MURRELLS INLET 1.7 N, SC US",33.578576,-79.045388,6.4,5/9/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0063,"MURRELLS INLET 1.7 N, SC US",33.578576,-79.045388,6.4,5/10/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0063,"MURRELLS INLET 1.7 N, SC US",33.578576,-79.045388,6.4,5/11/2021,,,,0.01,",,N",,,,,,,,,
US1SCHR0063,"MURRELLS INLET 1.7 N, SC US",33.578576,-79.045388,6.4,5/12/2021,,,,0.02,",,N",,,,,,,,,
US1SCHR0063,"MURRELLS INLET 1.7 N, SC US",33.578576,-79.045388,6.4,5/13/2021,,,,0.07,",,N",,,,,,,,,
US1SCHR0063,"MURRELLS INLET 1.7 N, SC US",33.578576,-79.045388,6.4,5/14/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0063,"MURRELLS INLET 1.7 N, SC US",33.578576,-79.045388,6.4,5/15/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0063,"MURRELLS INLET 1.7 N, SC US",33.578576,-79.045388,6.4,5/16/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0063,"MURRELLS INLET 1.7 N, SC US",33.578576,-79.045388,6.4,5/17/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0063,"MURRELLS INLET 1.7 N, SC US",33.578576,-79.045388,6.4,5/18/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0063,"MURRELLS INLET 1.7 N, SC US",33.578576,-79.045388,6.4,5/19/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0063,"MURRELLS INLET 1.7 N, SC US",33.578576,-79.045388,6.4,5/23/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0063,"MURRELLS INLET 1.7 N, SC US",33.578576,-79.045388,6.4,5/24/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0063,"MURRELLS INLET 1.7 N, SC US",33.578576,-79.045388,6.4,5/25/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0063,"MURRELLS INLET 1.7 N, SC US",33.578576,-79.045388,6.4,5/27/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0063,"MURRELLS INLET 1.7 N, SC US",33.578576,-79.045388,6.4,5/28/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0063,"MURRELLS INLET 1.7 N, SC US",33.578576,-79.045388,6.4,5/29/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0020,"MYRTLE BEACH 5.0 NNW, SC US",33.7692465,-78.914388,10.7,1/1/2021,,,,2.55,",,N",,,,,,,,,
US1SCHR0020,"MYRTLE BEACH 5.0 NNW, SC US",33.7692465,-78.914388,10.7,1/2/2021,,,,0.76,",,N",,,,,,,,,
US1SCHR0020,"MYRTLE BEACH 5.0 NNW, SC US",33.7692465,-78.914388,10.7,1/3/2021,,,,0.31,",,N",,,,,,,,,
US1SCHR0020,"MYRTLE BEACH 5.0 NNW, SC US",33.7692465,-78.914388,10.7,1/4/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0020,"MYRTLE BEACH 5.0 NNW, SC US",33.7692465,-78.914388,10.7,1/5/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0020,"MYRTLE BEACH 5.0 NNW, SC US",33.7692465,-78.914388,10.7,1/6/2021,,,,0.05,",,N",,,,,,,,,
US1SCHR0020,"MYRTLE BEACH 5.0 NNW, SC US",33.7692465,-78.914388,10.7,1/7/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0020,"MYRTLE BEACH 5.0 NNW, SC US",33.7692465,-78.914388,10.7,1/8/2021,,,,0.58,",,N",,,,,,,,,
US1SCHR0020,"MYRTLE BEACH 5.0 NNW, SC US",33.7692465,-78.914388,10.7,1/9/2021,,,,0.07,",,N",,,,,,,,,
US1SCHR0020,"MYRTLE BEACH 5.0 NNW, SC US",33.7692465,-78.914388,10.7,1/11/2021,,,,,,,,,,,,,,
US1SCHR0020,"MYRTLE BEACH 5.0 NNW, SC US",33.7692465,-78.914388,10.7,1/12/2021,,,,0.32,",,N",,,,,,,,,
US1SCHR0020,"MYRTLE BEACH 5.0 NNW, SC US",33.7692465,-78.914388,10.7,1/13/2021,,,,0,"T,,N",,,,,,,,,
US1SCHR0020,"MYRTLE BEACH 5.0 NNW, SC US",33.7692465,-78.914388,10.7,1/14/2021,,,,0.07,",,N",,,,,,,,,
US1SCHR0020,"MYRTLE BEACH 5.0 NNW, SC US",33.7692465,-78.914388,10.7,1/15/2021,,,,0,"T,,N",,,,,,,,,
US1SCHR0020,"MYRTLE BEACH 5.0 NNW, SC US",33.7692465,-78.914388,10.7,1/16/2021,,,,0.11,",,N",,,,,,,,,
US1SCHR0020,"MYRTLE BEACH 5.0 NNW, SC US",33.7692465,-78.914388,10.7,1/17/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0020,"MYRTLE BEACH 5.0 NNW, SC US",33.7692465,-78.914388,10.7,1/18/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0020,"MYRTLE BEACH 5.0 NNW, SC US",33.7692465,-78.914388,10.7,1/19/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0020,"MYRTLE BEACH 5.0 NNW, SC US",33.7692465,-78.914388,10.7,1/20/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0020,"MYRTLE BEACH 5.0 NNW, SC US",33.7692465,-78.914388,10.7,1/21/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0020,"MYRTLE BEACH 5.0 NNW, SC US",33.7692465,-78.914388,10.7,1/22/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0020,"MYRTLE BEACH 5.0 NNW, SC US",33.7692465,-78.914388,10.7,1/23/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0020,"MYRTLE BEACH 5.0 NNW, SC US",33.7692465,-78.914388,10.7,1/24/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0020,"MYRTLE BEACH 5.0 NNW, SC US",33.7692465,-78.914388,10.7,1/25/2021,,,,0.02,",,N",,,,,,,,,
US1SCHR0020,"MYRTLE BEACH 5.0 NNW, SC US",33.7692465,-78.914388,10.7,1/26/2021,,,,0.11,",,N",,,,,,,,,
US1SCHR0020,"MYRTLE BEACH 5.0 NNW, SC US",33.7692465,-78.914388,10.7,1/27/2021,,,,0.39,",,N",,,,,,,,,
US1SCHR0020,"MYRTLE BEACH 5.0 NNW, SC US",33.7692465,-78.914388,10.7,1/28/2021,,,,0.73,",,N",,,,,,,,,
US1SCHR0020,"MYRTLE BEACH 5.0 NNW, SC US",33.7692465,-78.914388,10.7,1/29/2021,,,,0,"T,,N",,,,,,,,,
US1SCHR0020,"MYRTLE BEACH 5.0 NNW, SC US",33.7692465,-78.914388,10.7,2/4/2021,,,,,,,,,,,,,,
US1SCHR0020,"MYRTLE BEACH 5.0 NNW, SC US",33.7692465,-78.914388,10.7,2/5/2021,,,,0.03,",,N",,,,,,,,,
US1SCHR0020,"MYRTLE BEACH 5.0 NNW, SC US",33.7692465,-78.914388,10.7,2/6/2021,,,,0.07,",,N",,,,,,,,,
US1SCHR0020,"MYRTLE BEACH 5.0 NNW, SC US",33.7692465,-78.914388,10.7,2/7/2021,,,,0.74,",,N",,,,,,,,,
US1SCHR0020,"MYRTLE BEACH 5.0 NNW, SC US",33.7692465,-78.914388,10.7,2/8/2021,,,,0.02,",,N",,,,,,,,,
US1SCHR0020,"MYRTLE BEACH 5.0 NNW, SC US",33.7692465,-78.914388,10.7,2/9/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0020,"MYRTLE BEACH 5.0 NNW, SC US",33.7692465,-78.914388,10.7,2/10/2021,,,,0.46,",,N",,,,,,,,,
US1SCHR0020,"MYRTLE BEACH 5.0 NNW, SC US",33.7692465,-78.914388,10.7,2/11/2021,,,,0.02,",,N",,,,,,,,,
US1SCHR0020,"MYRTLE BEACH 5.0 NNW, SC US",33.7692465,-78.914388,10.7,2/12/2021,,,,0.12,",,N",,,,,,,,,
US1SCHR0020,"MYRTLE BEACH 5.0 NNW, SC US",33.7692465,-78.914388,10.7,2/13/2021,,,,0.83,",,N",,,,,,,,,
US1SCHR0020,"MYRTLE BEACH 5.0 NNW, SC US",33.7692465,-78.914388,10.7,2/14/2021,,,,0.56,",,N",,,,,,,,,
US1SCHR0020,"MYRTLE BEACH 5.0 NNW, SC US",33.7692465,-78.914388,10.7,2/15/2021,,,,1,",,N",,,,,,,,,
US1SCHR0020,"MYRTLE BEACH 5.0 NNW, SC US",33.7692465,-78.914388,10.7,2/16/2021,,,,0.86,",,N",,,,,,,,,
US1SCHR0020,"MYRTLE BEACH 5.0 NNW, SC US",33.7692465,-78.914388,10.7,2/17/2021,,,,0,"T,,N",,,,,,,,,
US1SCHR0020,"MYRTLE BEACH 5.0 NNW, SC US",33.7692465,-78.914388,10.7,2/18/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0020,"MYRTLE BEACH 5.0 NNW, SC US",33.7692465,-78.914388,10.7,2/19/2021,,,,1.9,",,N",,,,,,,,,
US1SCHR0020,"MYRTLE BEACH 5.0 NNW, SC US",33.7692465,-78.914388,10.7,2/20/2021,,,,0.5,",,N",,,,,,,,,
US1SCHR0020,"MYRTLE BEACH 5.0 NNW, SC US",33.7692465,-78.914388,10.7,2/21/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0020,"MYRTLE BEACH 5.0 NNW, SC US",33.7692465,-78.914388,10.7,2/22/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0020,"MYRTLE BEACH 5.0 NNW, SC US",33.7692465,-78.914388,10.7,2/23/2021,,,,0.21,",,N",,,,,,,,,
US1SCHR0020,"MYRTLE BEACH 5.0 NNW, SC US",33.7692465,-78.914388,10.7,2/24/2021,,,,0.02,",,N",,,,,,,,,
US1SCHR0020,"MYRTLE BEACH 5.0 NNW, SC US",33.7692465,-78.914388,10.7,2/25/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0020,"MYRTLE BEACH 5.0 NNW, SC US",33.7692465,-78.914388,10.7,2/26/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0020,"MYRTLE BEACH 5.0 NNW, SC US",33.7692465,-78.914388,10.7,2/27/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0020,"MYRTLE BEACH 5.0 NNW, SC US",33.7692465,-78.914388,10.7,2/28/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0020,"MYRTLE BEACH 5.0 NNW, SC US",33.7692465,-78.914388,10.7,3/1/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0020,"MYRTLE BEACH 5.0 NNW, SC US",33.7692465,-78.914388,10.7,3/2/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0020,"MYRTLE BEACH 5.0 NNW, SC US",33.7692465,-78.914388,10.7,3/3/2021,,,,0.92,",,N",,,,,,,,,
US1SCHR0020,"MYRTLE BEACH 5.0 NNW, SC US",33.7692465,-78.914388,10.7,3/4/2021,,,,0.08,",,N",,,,,,,,,
US1SCHR0020,"MYRTLE BEACH 5.0 NNW, SC US",33.7692465,-78.914388,10.7,3/5/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0020,"MYRTLE BEACH 5.0 NNW, SC US",33.7692465,-78.914388,10.7,3/6/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0020,"MYRTLE BEACH 5.0 NNW, SC US",33.7692465,-78.914388,10.7,3/7/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0020,"MYRTLE BEACH 5.0 NNW, SC US",33.7692465,-78.914388,10.7,3/9/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0020,"MYRTLE BEACH 5.0 NNW, SC US",33.7692465,-78.914388,10.7,3/10/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0020,"MYRTLE BEACH 5.0 NNW, SC US",33.7692465,-78.914388,10.7,3/11/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0020,"MYRTLE BEACH 5.0 NNW, SC US",33.7692465,-78.914388,10.7,3/12/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0020,"MYRTLE BEACH 5.0 NNW, SC US",33.7692465,-78.914388,10.7,3/13/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0020,"MYRTLE BEACH 5.0 NNW, SC US",33.7692465,-78.914388,10.7,3/14/2021,,,,0.18,",,N",,,,,,,,,
US1SCHR0020,"MYRTLE BEACH 5.0 NNW, SC US",33.7692465,-78.914388,10.7,3/15/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0020,"MYRTLE BEACH 5.0 NNW, SC US",33.7692465,-78.914388,10.7,3/16/2021,,,,0.17,",,N",,,,,,,,,
US1SCHR0020,"MYRTLE BEACH 5.0 NNW, SC US",33.7692465,-78.914388,10.7,3/17/2021,,,,0.77,",,N",,,,,,,,,
US1SCHR0020,"MYRTLE BEACH 5.0 NNW, SC US",33.7692465,-78.914388,10.7,3/18/2021,,,,0.02,",,N",,,,,,,,,
US1SCHR0020,"MYRTLE BEACH 5.0 NNW, SC US",33.7692465,-78.914388,10.7,3/19/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0020,"MYRTLE BEACH 5.0 NNW, SC US",33.7692465,-78.914388,10.7,3/20/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0020,"MYRTLE BEACH 5.0 NNW, SC US",33.7692465,-78.914388,10.7,3/21/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0020,"MYRTLE BEACH 5.0 NNW, SC US",33.7692465,-78.914388,10.7,3/22/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0020,"MYRTLE BEACH 5.0 NNW, SC US",33.7692465,-78.914388,10.7,3/23/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0020,"MYRTLE BEACH 5.0 NNW, SC US",33.7692465,-78.914388,10.7,3/24/2021,,,,0.14,",,N",,,,,,,,,
US1SCHR0020,"MYRTLE BEACH 5.0 NNW, SC US",33.7692465,-78.914388,10.7,3/25/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0020,"MYRTLE BEACH 5.0 NNW, SC US",33.7692465,-78.914388,10.7,3/26/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0020,"MYRTLE BEACH 5.0 NNW, SC US",33.7692465,-78.914388,10.7,3/27/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0020,"MYRTLE BEACH 5.0 NNW, SC US",33.7692465,-78.914388,10.7,3/29/2021,,,,0.46,",,N",,,,,,,,,
US1SCHR0020,"MYRTLE BEACH 5.0 NNW, SC US",33.7692465,-78.914388,10.7,4/1/2021,,,,,,,,,,,,,,
US1SCHR0020,"MYRTLE BEACH 5.0 NNW, SC US",33.7692465,-78.914388,10.7,4/2/2021,,,,0,"T,,N",,,,,,,,,
US1SCHR0020,"MYRTLE BEACH 5.0 NNW, SC US",33.7692465,-78.914388,10.7,4/3/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0020,"MYRTLE BEACH 5.0 NNW, SC US",33.7692465,-78.914388,10.7,4/4/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0020,"MYRTLE BEACH 5.0 NNW, SC US",33.7692465,-78.914388,10.7,4/5/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0020,"MYRTLE BEACH 5.0 NNW, SC US",33.7692465,-78.914388,10.7,4/6/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0020,"MYRTLE BEACH 5.0 NNW, SC US",33.7692465,-78.914388,10.7,4/7/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0020,"MYRTLE BEACH 5.0 NNW, SC US",33.7692465,-78.914388,10.7,4/8/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0020,"MYRTLE BEACH 5.0 NNW, SC US",33.7692465,-78.914388,10.7,4/9/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0020,"MYRTLE BEACH 5.0 NNW, SC US",33.7692465,-78.914388,10.7,4/10/2021,,,,0.13,",,N",,,,,,,,,
US1SCHR0020,"MYRTLE BEACH 5.0 NNW, SC US",33.7692465,-78.914388,10.7,4/11/2021,,,,0.47,",,N",,,,,,,,,
US1SCHR0020,"MYRTLE BEACH 5.0 NNW, SC US",33.7692465,-78.914388,10.7,4/12/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0020,"MYRTLE BEACH 5.0 NNW, SC US",33.7692465,-78.914388,10.7,4/13/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0020,"MYRTLE BEACH 5.0 NNW, SC US",33.7692465,-78.914388,10.7,4/14/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0020,"MYRTLE BEACH 5.0 NNW, SC US",33.7692465,-78.914388,10.7,4/15/2021,,,,0,"T,,N",,,,,,,,,
US1SCHR0020,"MYRTLE BEACH 5.0 NNW, SC US",33.7692465,-78.914388,10.7,4/16/2021,,,,0.05,",,N",,,,,,,,,
US1SCHR0020,"MYRTLE BEACH 5.0 NNW, SC US",33.7692465,-78.914388,10.7,4/17/2021,,,,0,",,N",0,,,,,,,,
